# x_m,y_m,w_tr_right_m,w_tr_left_m
5.1075,7.6050,0.1650,0.1650
5.1300,7.6050,0.1650,0.1650
5.1525,7.6050,0.1650,0.1650
5.1750,7.6050,0.1650,0.1650
5.1975,7.6050,0.1650,0.1650
5.2200,7.6050,0.1650,0.1650
5.2425,7.6050,0.1650,0.1650
5.2650,7.6050,0.1650,0.1650
5.2875,7.6050,0.1650,0.1650
5.3100,7.5938,0.1687,0.1687
5.3325,7.5938,0.1672,0.1672
5.3550,7.5825,0.1685,0.1685
5.3775,7.5825,0.1664,0.1664
5.4000,7.5713,0.1684,0.1684
5.4225,7.5600,0.1687,0.1687
5.4450,7.5600,0.1687,0.1687
5.4675,7.5600,0.1687,0.1687
5.4900,7.5600,0.1687,0.1687
5.5125,7.5600,0.1687,0.1687
5.5350,7.5600,0.1687,0.1687
5.5575,7.5600,0.1687,0.1687
5.5800,7.5600,0.1687,0.1687
5.6025,7.5600,0.1687,0.1687
5.6250,7.5600,0.1687,0.1687
5.6475,7.5600,0.1687,0.1687
5.6700,7.5600,0.1687,0.1687
5.6925,7.5600,0.1677,0.1677
5.7150,7.5600,0.1665,0.1665
5.7375,7.5600,0.1657,0.1657
5.7600,7.5488,0.1685,0.1685
5.7825,7.5375,0.1665,0.1665
5.8050,7.5375,0.1674,0.1674
5.8275,7.5375,0.1656,0.1656
5.8500,7.5263,0.1674,0.1674
5.8725,7.5263,0.1665,0.1665
5.8950,7.5263,0.1657,0.1657
